"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"AUT","Austria","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",34420,,
"AUT","Austria","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",34068,,
"AUT","Austria","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",34428,,
"AUT","Austria","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",34374,,
"AUT","Austria","AVERAGE","Average","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",97799,,
"AUT","Austria","AVERAGE","Average","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",103482,,
"AUT","Austria","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",80.1,,
"AUT","Austria","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",80.2,,
"AUT","Austria","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",80.6,,
"AUT","Austria","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",80.4,,
"AUT","Austria","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",80.2,,
"AUT","Austria","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",79.9,,
"AUT","Austria","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",79.5,,
"AUT","Austria","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",79.5,,
"AUT","Austria","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",79.1,,
"AUT","Austria","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",79.1,,
"AUT","Austria","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",79,,
"AUT","Austria","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",79.1,,
"AUT","Austria","AVERAGE","Average","2_1","Housing affordability","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",78.9,,
"AUT","Austria","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",23.1,,
"AUT","Austria","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",33.1,,
"AUT","Austria","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",46.1,,
"AUT","Austria","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",54.5,,
"AUT","Austria","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",57.8,,
"AUT","Austria","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",63.7,,
"AUT","Austria","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",72,,
"AUT","Austria","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",77.4,,
"AUT","Austria","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",79.8,,
"AUT","Austria","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",79.4,,
"AUT","Austria","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",80.9,,
"AUT","Austria","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",85.1,,
"AUT","Austria","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",88.4,,
"AUT","Austria","AVERAGE","Average","2_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",87.7,,
"AUT","Austria","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",70.8,,
"AUT","Austria","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",72.1,,
"AUT","Austria","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",73.4,,
"AUT","Austria","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",74.3,,
"AUT","Austria","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",74,,
"AUT","Austria","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",74.6,,
"AUT","Austria","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",74.7,,
"AUT","Austria","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",75.2,,
"AUT","Austria","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",75.3,,
"AUT","Austria","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",75,,
"AUT","Austria","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",75.2,,
"AUT","Austria","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",75.7,,
"AUT","Austria","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",76.4,,
"AUT","Austria","AVERAGE","Average","3_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",77.2,,
"AUT","Austria","AVERAGE","Average","3_6","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",1.5,,
"AUT","Austria","AVERAGE","Average","3_6","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",1.4,,
"AUT","Austria","AVERAGE","Average","3_6","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",1.8,,
"AUT","Austria","AVERAGE","Average","3_6","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",1.5,,
"AUT","Austria","AVERAGE","Average","3_6","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",1.5,,
"AUT","Austria","AVERAGE","Average","3_6","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",1.7,,
"AUT","Austria","AVERAGE","Average","3_6","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",1.9,,
"AUT","Austria","AVERAGE","Average","3_6","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",2,,
"AUT","Austria","AVERAGE","Average","3_6","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",2.1,,
"AUT","Austria","AVERAGE","Average","3_6","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",2.3,,
"AUT","Austria","AVERAGE","Average","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",47715.5,,
"AUT","Austria","AVERAGE","Average","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",48411.6,,
"AUT","Austria","AVERAGE","Average","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",48644.6,,
"AUT","Austria","AVERAGE","Average","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",49509.4,,
"AUT","Austria","AVERAGE","Average","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",50312.2,,
"AUT","Austria","AVERAGE","Average","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",50096.7,,
"AUT","Austria","AVERAGE","Average","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",49578.9,,
"AUT","Austria","AVERAGE","Average","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",49835.1,,
"AUT","Austria","AVERAGE","Average","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",49896.5,,
"AUT","Austria","AVERAGE","Average","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",50082.8,,
"AUT","Austria","AVERAGE","Average","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",50373.8,,
"AUT","Austria","AVERAGE","Average","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",50906,,
"AUT","Austria","AVERAGE","Average","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",50851.4,,
"AUT","Austria","AVERAGE","Average","3_7","Earnings","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",50868.2,,
"AUT","Austria","AVERAGE","Average","4_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",79.4,,
"AUT","Austria","AVERAGE","Average","4_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",80,,
"AUT","Austria","AVERAGE","Average","4_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",80.3,,
"AUT","Austria","AVERAGE","Average","4_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",80.5,,
"AUT","Austria","AVERAGE","Average","4_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",80.4,,
"AUT","Austria","AVERAGE","Average","4_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",80.7,,
"AUT","Austria","AVERAGE","Average","4_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",81.1,,
"AUT","Austria","AVERAGE","Average","4_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",81,,
"AUT","Austria","AVERAGE","Average","4_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",81.2,,
"AUT","Austria","AVERAGE","Average","4_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",81.6,,
"AUT","Austria","AVERAGE","Average","4_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",81.3,,
"AUT","Austria","AVERAGE","Average","4_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",81.7,,
"AUT","Austria","AVERAGE","Average","4_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",81.7,,
"AUT","Austria","AVERAGE","Average","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",71.7,,
"AUT","Austria","AVERAGE","Average","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",72,,
"AUT","Austria","AVERAGE","Average","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",72.3,,
"AUT","Austria","AVERAGE","Average","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",70,,
"AUT","Austria","AVERAGE","Average","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",70,,
"AUT","Austria","AVERAGE","Average","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",69.5,,
"AUT","Austria","AVERAGE","Average","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",68.7,,
"AUT","Austria","AVERAGE","Average","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",70,,
"AUT","Austria","AVERAGE","Average","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",68.6,,
"AUT","Austria","AVERAGE","Average","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",69.5,,
"AUT","Austria","AVERAGE","Average","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",69.8,,
"AUT","Austria","AVERAGE","Average","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",70.2,,
"AUT","Austria","AVERAGE","Average","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",70.3,,
"AUT","Austria","AVERAGE","Average","4_3","Perceived health","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",71.7,,
"AUT","Austria","AVERAGE","Average","4_4","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",21,,
"AUT","Austria","AVERAGE","Average","4_4","Deaths from suicide, alcohol, drugs","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",18.1,,
"AUT","Austria","AVERAGE","Average","4_5","Self-reported depression","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",5,,
"AUT","Austria","AVERAGE","Average","5_1","Student skills (science)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",489.8,,
"AUT","Austria","AVERAGE","Average","5_2","Student skills (maths)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",498.9,,
"AUT","Austria","AVERAGE","Average","5_3","Student skills (reading)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",484.4,,
"AUT","Austria","AVERAGE","Average","5_4","Adult skills (numeracy)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",275,,
"AUT","Austria","AVERAGE","Average","5_5","Adult skills (literacy)","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",269.5,,
"AUT","Austria","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",99.3,,
"AUT","Austria","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",98.8,,
"AUT","Austria","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",99.4,,
"AUT","Austria","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",98,,
"AUT","Austria","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",96.7,,
"AUT","Austria","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",95.1,,
"AUT","Austria","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",93,,
"AUT","Austria","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",87,,
"AUT","Austria","AVERAGE","Average","6_2","Air pollution","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",87,,
"AUT","Austria","AVERAGE","Average","7_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",7.8,,
"AUT","Austria","AVERAGE","Average","7_1","Life satisfaction","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",8,,
"AUT","Austria","AVERAGE","Average","7_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",8.1,,
"AUT","Austria","AVERAGE","Average","7_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",8.1,,
"AUT","Austria","AVERAGE","Average","7_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",8.1,,
"AUT","Austria","AVERAGE","Average","7_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",9.5,,
"AUT","Austria","AVERAGE","Average","7_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",9.5,,
"AUT","Austria","AVERAGE","Average","7_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",9.5,,
"AUT","Austria","AVERAGE","Average","7_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",10.3,,
"AUT","Austria","AVERAGE","Average","7_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",10.3,,
"AUT","Austria","AVERAGE","Average","7_2","Negative affect balance","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",10.3,,
"AUT","Austria","AVERAGE","Average","8_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",0.8,,
"AUT","Austria","AVERAGE","Average","8_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",0.8,,
"AUT","Austria","AVERAGE","Average","8_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",0.6,,
"AUT","Austria","AVERAGE","Average","8_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",0.6,,
"AUT","Austria","AVERAGE","Average","8_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",0.7,,
"AUT","Austria","AVERAGE","Average","8_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",0.5,,
"AUT","Austria","AVERAGE","Average","8_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",0.5,,
"AUT","Austria","AVERAGE","Average","8_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",0.4,,
"AUT","Austria","AVERAGE","Average","8_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",0.4,,
"AUT","Austria","AVERAGE","Average","8_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",0.4,,
"AUT","Austria","AVERAGE","Average","8_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",0.6,,
"AUT","Austria","AVERAGE","Average","8_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",0.5,,
"AUT","Austria","AVERAGE","Average","8_1","Homicides","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",0.5,,
"AUT","Austria","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",76.2,,
"AUT","Austria","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",76.2,,
"AUT","Austria","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",76.2,,
"AUT","Austria","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",76.2,,
"AUT","Austria","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",80.6,,
"AUT","Austria","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",80.6,,
"AUT","Austria","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",80.6,,
"AUT","Austria","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",82.4,,
"AUT","Austria","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",82.4,,
"AUT","Austria","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",82.4,,
"AUT","Austria","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",81.5,,
"AUT","Austria","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",81.5,,
"AUT","Austria","AVERAGE","Average","8_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",81.5,,
"AUT","Austria","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",9.4,,
"AUT","Austria","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",8.8,,
"AUT","Austria","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",8.3,,
"AUT","Austria","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",8.2,,
"AUT","Austria","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",7.6,,
"AUT","Austria","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",6.6,,
"AUT","Austria","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",6.2,,
"AUT","Austria","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",6.3,,
"AUT","Austria","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",5.4,,
"AUT","Austria","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",5.1,,
"AUT","Austria","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",5.6,,
"AUT","Austria","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",5,,
"AUT","Austria","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",4.7,,
"AUT","Austria","AVERAGE","Average","8_3","Road deaths","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",4.6,,
"AUT","Austria","AVERAGE","Average","9_1","Time off","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",14.5,,
"AUT","Austria","AVERAGE","Average","9_2","Satisfaction with time use","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",7.3,,
"AUT","Austria","AVERAGE","Average","9_4","Long unpaid working hours","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",15.3,,
"AUT","Austria","AVERAGE","Average","10_1","Time spent in social interactions","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",9.5,,
"AUT","Austria","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",90.5,,
"AUT","Austria","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",90.5,,
"AUT","Austria","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",90.5,,
"AUT","Austria","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",90.5,,
"AUT","Austria","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",93.9,,
"AUT","Austria","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",93.9,,
"AUT","Austria","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",93.9,,
"AUT","Austria","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",92.2,,
"AUT","Austria","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",92.2,,
"AUT","Austria","AVERAGE","Average","10_2","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",92.2,,
